x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES
77.21306846,34.68830419,0,42204,27699,90957,Building Existing,193.4267914,1883.196153,2006,45522,1,1,2021,102970,1,Residential,1992,NONE,1,1641,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.12175942,34.68687289,0,42205,27700,90958,Building Existing,235.2392782,2274.438637,2006,14045,1,1,2021,162840,3,Residential,1901,NONE,2,2523,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.12042977,34.6868974,0,42206,27701,90959,Building Existing,130.9080049,794.0481501,2006,23672,1,1,2021,0,33,Commercial,1901,NONE,1,769,Single Family,Board and Batten, A62,A62,Single Family
77.50278633,34.69223534,0,42207,27702,90960,Building Existing,185.8323974,1686.609677,2006,65918,1,1,2021,168160,1,Residential,2006,NONE,2,2214,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.13744638,34.68714535,0,42208,27703,90961,Building Existing,147.7061265,1294.930096,2006,31983,1,2,2021,41650,1,Residential,1999,NONE,1,1144,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.19336977,34.68799989,0,42209,27704,90962,Building Existing,155.0206264,1363.819123,2006,38559,1,2,2021,23980,19,Building Site,1990,NONE,1,1152,Multi-Section MH,HARD BOARD (HARDY BOARD) OR PL,B3,B3,Multi-Section MH
77.4810328,34.69196695,0,42210,27705,90963,Building Existing,315.200699,4012.43646,2006,20298,1,1,2021,153440,19,Building Site,1970,NONE,1,2367,Single Family,Brick Frame, A78,A78,Single Family
77.14165699,34.68722342,0,42211,27706,90964,Building Existing,168.0087871,1605.514744,2006,7843,1,1,2021,171490,20,Building Site,2001,NONE,2,2129,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.23614559,34.68862181,0,42212,27707,90965,Building Existing,198.9848575,2338.04719,2006,58711,1,1,2021,130260,1,Residential,1998,NONE,1,1662,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.54460351,34.69276894,0,42213,27708,90966,Building Existing,226.3075321,2759.400185,2006,15175,1,1,2021,96980,19,Building Site,1977,NONE,1,1441,Single Family,Brick Veneer, A54,A54,Single Family
77.49352584,34.6921527,0,42214,27709,90967,Building Existing,182.9701966,1719.422935,2006,6585,1,2,2021,39760,19,Building Site,1980,NONE,1,1531,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.12224644,34.68691669,0,42215,27710,90969,Building Existing,239.3889615,2260.464738,2006,4737,1,1,2021,69680,3,Residential,1920,NONE,1,1682,Single Family,"Frame Siding, Plywood", A110,A110,Single Family
77.19149578,34.6879957,0,42216,27711,90971,Building Existing,173.7146551,1582.088568,2006,39347,1,2,2021,20350,19,Building Site,1986,NONE,1,1152,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20574387,34.68820395,0,42221,27712,90979,Building Existing,207.5202322,2085.566812,2006,15211,1,2,2021,52800,1,Residential,2001,NONE,1,2052,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.13879489,34.68720988,0,42223,27713,90981,Building Existing,207.1138071,2043.266883,2006,45202,1,1,2021,88970,2,Residential,1993,NONE,1,1256,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.55253754,34.69293121,0,42224,27714,90982,Building Existing,141.9324092,1139.028873,2006,20100,1,1,2021,26420,19,Building Site,1963,NONE,1,1008,Single Family,Asbestos Shingle, A50,A50,Single Family
77.21536038,34.6883857,0,42225,27715,90986,Building Existing,172.3958466,1642.377991,2006,1680,1,1,2021,92950,2,Residential,1970,NONE,1,1425,Single Family,Brick Veneer, A54,A54,Single Family
77.19416381,34.68805612,0,42226,27716,90989,Building Existing,190.3077751,1901.890901,2006,38569,1,2,2021,48920,19,Building Site,1995,NONE,1,1782,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.19212427,34.68805273,0,42227,27717,90990,Building Existing,154.5664857,1392.620123,2006,38539,1,2,2021,25440,19,Building Site,1988,NONE,1,1296,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.1215653,34.68698707,0,42228,27718,90992,Building Existing,136.0157685,1057.482934,2006,23739,1,1,2021,44320,3,Residential,1901,PART,2,1260,Single Family,Hard Board (Hardy board or pla,A18,A18,Single Family
77.11889278,34.68693052,0,42229,27719,90993,Building Existing,145.0513307,1049.341857,2006,10468,1,1,2021,15250,6,Waterfront River/Creek,1935,NONE,2,1558,Single Family,"Frame Siding, Plywood", A30,A30,Single Family
77.12207752,34.68698228,0,42230,27720,90995,Building Existing,167.947466,1524.460117,2006,19752,1,1,2021,96550,3,Residential,1926,NONE,2,1695,Single Family,"Frame Siding, Plywood", A26,A26,Single Family
77.48252308,34.69211301,0,42231,27721,90996,Building Existing,153.3566493,1374.572128,2006,7699,1,2,2021,28100,19,Building Site,1992,NONE,1,1188,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.12431434,34.68705379,0,42232,27722,90997,Building Existing,104.4603926,604.36255,2006,"19240.0, 27201.0",2,2,2021,189010,1,Residential,1958,NONE,1,3046,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.49231521,34.69220942,0,42233,27723,90999,Building Existing,189.9200852,1235.5076,2006,10784,1,1,2021,17100,19,Building Site,1994,NONE,1,924,Singlewide M/H,MODULAR METAL,B3,B3,Singlewide M/H
77.12530611,34.68705255,0,42234,27724,91000,Building Existing,151.0159205,1416.917069,2006,10424,1,1,2021,58570,1,Residential,1956,NONE,1,1024,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.49932386,34.69228441,0,42235,27725,91004,Building Existing,216.2436941,2478.908449,2006,57836,1,1,2021,111680,1,Residential,1998,NONE,1,1308,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.48158147,34.69209733,0,42236,27726,91006,Building Existing,264.4356752,2837.365695,2006,26609,1,1,2021,60670,19,Building Site,1958,NONE,1,1485,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.23544334,34.68873073,0,42237,27727,91007,Building Existing,205.2899114,2377.209356,2006,58713,1,1,2021,132750,1,Residential,1998,NONE,1,1623,Single Family,Aluminum/Vinyl, A54,A54,Single Family
77.12916212,34.68709575,0,42238,27728,91008,Building Existing,276.2016938,3177.205572,2006,18405,1,1,2021,170840,6,Waterfront River/Creek,1986,PART,1,2769,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.48206307,34.69212667,0,42239,27729,91010,Building Existing,198.5737931,2253.01381,2006,26613,1,1,2021,93780,19,Building Site,1986,NONE,1,1571,Single Family,Brick Frame, A94,A94,Single Family
77.20521057,34.68831612,0,42241,27730,91012,Building Existing,158.8758154,1354.233098,2006,28288,1,1,2021,45530,1,Residential,1970,NONE,1,1000,Single Family,Aluminum/Vinyl, A86,A86,Single Family
77.51547357,34.69256835,0,42242,27731,91013,Building Existing,158.4263206,1389.875583,2006,61479,1,1,2021,4280,19,Building Site,1944,NONE,1,1054,Single Family,Asbestos Shingle, A106,A106,Single Family
77.12446644,34.68709331,0,42244,27732,91017,Building Existing,166.203411,1340.158219,2006,19240,1,1,2021,54330,1,Residential,1958,NONE,1,1050,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.14127872,34.68733028,0,42246,27733,91019,Building Existing,258.0394144,3046.61803,2006,56396,1,1,2021,159950,20,Building Site,2001,NONE,1,2076,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.12194441,34.68705131,0,42248,27734,91021,Building Existing,172.6133138,1520.158795,2006,28298,1,1,2021,73200,3,Residential,1907,NONE,2,1995,Single Family,"Frame Siding, Plywood",A18,A18,Single Family
77.12682931,34.68713226,0,42249,27735,91022,Building Existing,185.0582628,2103.953114,2006,24393,1,1,2021,125190,6,Waterfront River/Creek,1958,FULL,1,2430,Single Family,Hard Board (Hardy board or pla, A106,A106,Single Family
77.50377593,34.69242451,0,42250,27736,91023,Building Existing,173.5755776,1674.728109,2006,65906,1,1,2021,163650,1,Residential,2006,NONE,2,2088,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.20179375,34.68828119,0,42251,27737,91027,Building Existing,171.5099078,1324.592299,2006,"74384.0, 5381.0",2,2,2021,312280,1,Residential,2009,NONE,2,3843,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.19463316,34.68816426,0,42253,27738,91030,Building Existing,185.0119191,1119.404645,2006,57978,1,1,2021,16830,19,Building Site,1995,NONE,1,1064,Singlewide M/H,"ALUMINUM,VINYL",B3,B3,Singlewide M/H
77.23660541,34.68883166,0,42255,27739,91032,Building Existing,201.8867528,2347.496202,2006,56287,1,1,2021,120890,1,Residential,1997,NONE,1,1428,Single Family,Aluminum/Vinyl, A50,A50,Single Family
77.21621653,34.68852639,0,42256,27740,91033,Building Existing,158.9367658,1369.046183,2006,30038,1,2,2021,19110,2,Residential,1985,NONE,1,1248,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.12622754,34.68715346,0,42258,27741,91035,Building Existing,194.6374919,1729.25252,2006,16057,1,1,2021,57020,1,Residential,1958,NONE,1,1301,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.1232636,34.687133,0,42259,27742,91038,Building Existing,254.6039613,2561.965076,2006,5065,1,1,2021,103080,1,Residential,1959,NONE,1,1450,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.49307956,34.69232971,0,42260,27743,91039,Building Existing,156.2186909,1288.874093,2006,11850,1,1,2021,12240,19,Building Site,1951,NONE,1,972,Single Family,Concrete Block, A110,A110,Single Family
77.48374641,34.69222801,0,42261,27744,91041,Building Existing,194.4985789,2062.901505,2006,20740,1,1,2021,0,19,Building Site,1971,NONE,1,1624,Single Family,Brick Veneer, A110,A110,Single Family
77.23684588,34.68886066,0,42262,27745,91042,Building Existing,222.54368,2197.948941,2006,"56286.0, 56287.0",2,2,2021,236520,1,Residential,1997,NONE,1,2768,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.1958648,34.68824825,0,42263,27746,91043,Building Existing,164.5667338,1527.656792,2006,58850,1,2,2021,48080,19,Building Site,1999,NONE,1,1456,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.50052762,34.69242661,0,42264,27747,91044,Building Existing,193.873192,1877.326028,2006,56928,1,1,2021,100780,1,Residential,1998,NONE,1,1261,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.20674691,34.68842166,0,42265,27748,91045,Building Existing,158.2357768,1410.340219,2006,6211,1,1,2021,38560,1,Residential,1970,NONE,1,1312,Single Family,Siding on Sheathing, A82,A82,Single Family
77.12180596,34.68711835,0,42266,27749,91046,Building Existing,164.9104722,1586.519999,2006,7336,1,1,2021,51240,3,Residential,1907,NONE,2,1504,Single Family,Asbestos Shingle, A26,A26,Single Family
77.2371154,34.68889168,0,42267,27750,91047,Building Existing,228.5210684,2264.583524,2006,"56285.0, 56286.0",2,2,2021,245460,1,Residential,1997,NONE,1,3070,Single Family,Aluminum/Vinyl, A50,A50,Single Family
77.21500731,34.68854592,0,42268,27751,91048,Building Existing,165.0177098,1563.837429,2006,3127,1,1,2021,52510,1,Residential,1970,NONE,1,1040,Single Family,Brick Veneer, A54,A54,Single Family
77.20224361,34.68834632,0,42270,27752,91051,Building Existing,207.5866421,2142.4876,2006,5381,1,1,2021,72080,1,Residential,1973,NONE,1,1492,Single Family,"Frame Siding, Plywood", A58,A58,Single Family
77.18506041,34.68811513,0,42272,27753,91054,Building Existing,245.7026258,3092.010683,2006,56697,1,1,2021,208920,19,Building Site,1999,NONE,2,3080,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.48675794,34.69230943,0,42273,27754,91055,Building Existing,147.5306153,1317.530765,2006,4100,1,1,2021,67270,19,Building Site,1985,NONE,1,1134,Single Family,Brick Frame, A66,A66,Single Family
77.23886734,34.68893291,0,42274,27755,91057,Building Existing,188.7193528,1577.766271,2006,55163,1,1,2021,102690,1,Residential,1996,NONE,1,1375,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.14087613,34.68746509,0,42276,27756,91061,Building Existing,172.3789889,1569.098307,2006,56397,1,1,2021,155770,20,Building Site,2001,NONE,2,2212,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.50229822,34.69250448,0,42277,27757,91062,Building Existing,187.1090665,1718.495673,2006,65896,1,1,2021,159510,1,Residential,2005,NONE,2,2128,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.193311,34.68823977,0,42278,27758,91063,Building Existing,194.0743204,1949.668451,2006,38560,1,2,2021,28370,19,Building Site,1990,NONE,1,1775,Multi-Section MH,"FRAME SIDING, PLYWOOD",B3,B3,Multi-Section MH
77.11939885,34.6871204,0,42279,27759,91064,Building Existing,176.0210845,1460.953862,2006,4807,1,1,2021,82760,1,Residential,1915,NONE,2,2070,Single Family,"Frame Siding, Plywood",A18,A18,Single Family
77.18924711,34.68819088,0,42281,27760,91066,Building Existing,246.8173702,3363.702847,2006,56225,1,1,2021,167110,19,Building Site,2004,NONE,1,2143,Single Family,Hard Board (Hardy board or pla, A78,A78,Single Family
77.23740043,34.68893763,0,42282,27761,91068,Building Existing,199.2904881,1898.46259,2006,56284,1,1,2021,109160,1,Residential,1996,NONE,1,1309,Single Family,Aluminum/Vinyl, A86,A86,Single Family
77.12424235,34.68719482,0,42283,27762,91070,Building Existing,212.7388584,2610.054602,2006,27201,1,1,2021,134680,1,Residential,1958,NONE,1,1996,Single Family,Brick Veneer,A2,A2,Single Family
77.23614155,34.6889044,0,42284,27763,91071,Building Existing,222.4768752,2338.728711,2006,58710,1,1,2021,129050,1,Residential,1998,NONE,1,1580,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.19148031,34.68825124,0,42286,27764,91073,Building Existing,196.3728852,1830.666629,2006,38530,1,2,2021,30760,19,Building Site,1986,NONE,1,1512,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.19414135,34.68830756,0,42288,27765,91075,Building Existing,148.0317702,1222.467317,2006,38570,1,2,2021,22000,19,Building Site,1988,NONE,1,1152,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.12053092,34.68715834,0,42289,27766,91077,Building Existing,183.4553569,1842.622842,2006,10425,1,1,2021,59600,2,Residential,1947,NONE,1,1260,Single Family,Aluminum/Vinyl, A54,A54,Single Family
77.23799119,34.68897952,0,42290,27767,91078,Building Existing,216.0981277,2181.90461,2006,"56282.0, 56283.0",2,2,2021,245650,1,Residential,1997,NONE,1,3118,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.50407366,34.69254531,0,42291,27768,91079,Building Existing,208.8808967,2053.169983,2006,65907,1,1,2021,186910,1,Residential,2005,NONE,2,2694,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.13762764,34.68743758,0,42292,27769,91080,Building Existing,210.3304784,2369.488682,2006,12505,1,1,2021,169780,2,Residential,2004,NONE,1,1670,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.23768747,34.68897687,0,42293,27770,91081,Building Existing,234.857124,2219.795332,2006,"56283.0, 56284.0",2,2,2021,235590,1,Residential,1996,NONE,1,2890,Single Family,Aluminum/Vinyl, A54,A54,Single Family
77.20727177,34.68851091,0,42294,27771,91082,Building Existing,160.5724398,1423.554334,2006,4423,1,1,2021,53590,1,Residential,1970,NONE,1,1350,Single Family,Board and Batten, A90,A90,Single Family
77.12550903,34.68727338,0,42295,27772,91083,Building Existing,184.5021491,1831.83368,2006,13671,1,1,2021,41060,1,Residential,1958,NONE,1,1325,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.13824248,34.68745682,0,42296,27773,91085,Building Existing,223.3805292,2348.076855,2006,16877,1,2,2021,76020,2,Residential,1999,NONE,1,1882,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.11925769,34.68717965,0,42297,27774,91086,Building Existing,193.7771378,1914.745445,2006,18282,1,1,2021,55640,1,Residential,1947,NONE,2,1991,Single Family,Asbestos Shingle, A26,A26,Single Family
77.1390134,34.6874979,0,42298,27775,91087,Building Existing,181.5994435,1700.227403,2006,45200,1,1,2021,78950,2,Residential,1986,NONE,1,1156,Single Family,Cedar/Redwood/Cypress, A106,A106,Single Family
77.50138989,34.69255225,0,42299,27776,91088,Building Existing,185.1710006,1765.31915,2006,56942,1,1,2021,97870,1,Residential,1998,NONE,1,1256,Single Family,Aluminum/Vinyl, A54,A54,Single Family
77.12600637,34.68729122,0,42301,27777,91091,Building Existing,198.479637,1783.304773,2006,16564,1,1,2021,15760,1,Residential,1954,NONE,1,1350,Single Family,Brick Veneer, A106,A106,Single Family
77.23828223,34.68901824,0,42302,27778,91092,Building Existing,215.3103507,2117.9214,2006,56281,1,1,2021,122980,1,Residential,1997,NONE,1,1507,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.11973174,34.68719959,0,42303,27779,91093,Building Existing,174.3961926,1665.644709,2006,1859,1,1,2021,57370,2,Residential,1972,NONE,1,989,Single Family,Brick Veneer, A14,A14,Single Family
77.23543172,34.68894578,0,42304,27780,91094,Building Existing,201.6134105,2431.043145,2006,58714,1,1,2021,143750,1,Residential,1998,NONE,1,1662,Single Family,Aluminum/Vinyl, A54,A54,Single Family
77.12038563,34.68723325,0,42306,27781,91096,Building Existing,149.7304068,1191.745385,2006,19551,1,1,2021,47170,2,Residential,1900,NONE,2,1116,Single Family,"Frame Siding, Plywood", A30,A30,Single Family
77.49941462,34.69255125,0,42307,27782,91097,Building Existing,194.4194699,1947.84168,2006,57837,1,1,2021,98360,1,Residential,1998,NONE,1,1113,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.12487188,34.68732232,0,42308,27783,91099,Building Existing,165.2733537,1450.316573,2006,14221,1,1,2021,89570,1,Residential,1961,NONE,1,1150,Single Family,Brick Veneer, A14,A14,Single Family
77.21596603,34.68871122,0,42311,27784,91102,Building Existing,163.5320172,1454.147608,2006,30039,1,2,2021,21280,2,Residential,1985,NONE,1,1456,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.48476797,34.69243032,0,42312,27785,91104,Building Existing,205.4515376,1940.172903,2006,8279,1,2,2021,20100,30,Mobile Home Park,1970,NONE,1,1050,Multi-Section MH,SIDING ON SHEATHING,B3,B3,Multi-Section MH
77.12691466,34.68735213,0,42313,27786,91106,Building Existing,215.8685491,2006.717387,2006,7375,1,1,2021,77380,6,Waterfront River/Creek,1958,NONE,1,1287,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.1241146,34.68734515,0,42314,27787,91107,Building Existing,139.113866,994.2987797,2006,2388,1,1,2021,42640,1,Residential,1948,NONE,1,882,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.20522193,34.6885871,0,42316,27788,91111,Building Existing,161.0871576,1393.353903,2006,25670,1,1,2021,52280,1,Residential,1970,NONE,1,1300,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.48725873,34.6924795,0,42317,27789,91112,Building Existing,158.2041142,1404.41213,2006,33921,1,1,2021,51630,19,Building Site,1986,NONE,1,1092,Single Family,Stucco Block, A10,A10,Single Family
77.49097996,34.69252022,0,42318,27790,91113,Building Existing,194.6885512,1975.840516,2006,15631,1,1,2021,55130,19,Building Site,1966,NONE,1,1247,Single Family,Brick Veneer, A102,A102,Single Family
77.12095136,34.68729937,0,42319,27791,91114,Building Existing,156.2029596,1524.019163,2006,25394,1,1,2021,72220,3,Residential,1962,NONE,1,748,Single Family,"Frame Siding, Plywood", A70,A70,Single Family
77.12969448,34.68741432,0,42320,27792,91115,Building Existing,219.6700382,2994.677961,2006,38443,1,1,2021,222720,6,Waterfront River/Creek,1913,NONE,1,2749,Single Family,Hard Board (Hardy board or pla, A10,A10,Single Family
77.5007458,34.69262725,0,42321,27793,91116,Building Existing,190.2545483,1950.997738,2006,56929,1,1,2021,98070,1,Residential,1998,NONE,1,1269,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.19526068,34.68843213,0,42323,27794,91121,Building Existing,201.9633364,2070.726488,2006,57962,1,2,2021,54670,19,Building Site,1998,NONE,1,1944,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.19463113,34.68844993,0,42324,27795,91122,Building Existing,165.9809965,1530.175944,2006,57977,1,2,2021,38380,19,Building Site,1994,NONE,1,1404,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.1372479,34.68759121,0,42327,27796,91126,Building Existing,179.133286,1514.414779,2006,"15579.0, 31982.0",2,2,2021,54440,1,Residential,1987,NONE,1,2368,Multi-Section MH,SIDING ON SHEATHING,B3,B3,Multi-Section MH
77.12574755,34.68743493,0,42329,27797,91129,Building Existing,199.0293183,1583.964765,2006,927,1,1,2021,65070,1,Residential,1948,NONE,1,1305,Single Family,Brick Veneer, A78,A78,Single Family
77.12142188,34.68735429,0,42330,27798,91130,Building Existing,168.6602007,1549.443884,2006,765,1,1,2021,47150,3,Residential,1930,NONE,1,1035,Single Family,Asbestos Shingle, A82,A82,Single Family
77.14058001,34.68762022,0,42331,27799,91131,Building Existing,269.9919569,3288.749433,2006,56398,1,1,2021,166720,20,Building Site,2001,NONE,1,2322,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.13876706,34.68764009,0,42334,27800,91136,Building Existing,172.8637418,1562.415655,2006,45201,1,1,2021,71460,2,Residential,1986,NONE,1,1008,Single Family,Cedar/Redwood/Cypress, A98,A98,Single Family
